2018-08-17 16:18:49,814 - log\train.log - INFO - model_type     :	idcnn
2018-08-17 16:18:49,814 - log\train.log - INFO - num_chars      :	2677
2018-08-17 16:18:49,814 - log\train.log - INFO - char_dim       :	100
2018-08-17 16:18:49,814 - log\train.log - INFO - num_tags       :	51
2018-08-17 16:18:49,815 - log\train.log - INFO - seg_dim        :	20
2018-08-17 16:18:49,815 - log\train.log - INFO - lstm_dim       :	100
2018-08-17 16:18:49,815 - log\train.log - INFO - batch_size     :	60
2018-08-17 16:18:49,816 - log\train.log - INFO - emb_file       :	e:\objectTest\NERuselocal\data\vec.txt
2018-08-17 16:18:49,816 - log\train.log - INFO - clip           :	5
2018-08-17 16:18:49,816 - log\train.log - INFO - dropout_keep   :	0.5
2018-08-17 16:18:49,816 - log\train.log - INFO - optimizer      :	adam
2018-08-17 16:18:49,816 - log\train.log - INFO - lr             :	0.001
2018-08-17 16:18:49,817 - log\train.log - INFO - tag_schema     :	iobes
2018-08-17 16:18:49,817 - log\train.log - INFO - pre_emb        :	True
2018-08-17 16:18:49,817 - log\train.log - INFO - zeros          :	True
2018-08-17 16:18:49,817 - log\train.log - INFO - lower          :	False
2018-08-17 16:19:01,146 - log\train.log - INFO - Created model with fresh parameters.
2018-08-17 16:19:07,264 - log\train.log - INFO - Load pre-trained embedding.
2018-08-17 16:19:07,264 - log\train.log - INFO - start training
2018-08-17 16:28:10,895 - log\train.log - INFO - iteration:1 step:1500/1687, NER loss: 6.602592
2018-08-17 16:28:20,184 - log\train.log - INFO - iteration:1 step:1600/1687, NER loss: 5.044757
2018-08-17 16:28:28,602 - log\train.log - INFO - model saved
2018-08-17 16:28:55,149 - log\train.log - INFO - iteration:2 step:13/1687, NER loss: 5.045087
2018-08-17 16:29:03,265 - log\train.log - INFO - iteration:2 step:113/1687, NER loss: 6.057513
2018-08-17 16:29:12,307 - log\train.log - INFO - iteration:2 step:213/1687, NER loss: 6.108765
2018-08-17 16:29:21,700 - log\train.log - INFO - iteration:2 step:313/1687, NER loss: 5.873126
2018-08-17 16:29:30,365 - log\train.log - INFO - iteration:2 step:413/1687, NER loss: 4.666586
2018-08-17 16:29:38,347 - log\train.log - INFO - iteration:2 step:513/1687, NER loss: 3.804858
2018-08-17 16:29:45,358 - log\train.log - INFO - iteration:2 step:613/1687, NER loss: 3.062685
2018-08-17 16:29:54,613 - log\train.log - INFO - iteration:2 step:713/1687, NER loss: 4.818826
2018-08-17 16:30:02,330 - log\train.log - INFO - iteration:2 step:813/1687, NER loss: 3.740542
2018-08-17 16:30:11,511 - log\train.log - INFO - iteration:2 step:913/1687, NER loss: 4.404240
2018-08-17 16:30:21,084 - log\train.log - INFO - iteration:2 step:1013/1687, NER loss: 3.756264
2018-08-17 16:30:30,038 - log\train.log - INFO - iteration:2 step:1113/1687, NER loss: 3.951632
2018-08-17 16:30:38,118 - log\train.log - INFO - iteration:2 step:1213/1687, NER loss: 3.652680
2018-08-17 16:30:48,731 - log\train.log - INFO - iteration:2 step:1313/1687, NER loss: 4.271074
2018-08-17 16:30:59,089 - log\train.log - INFO - iteration:2 step:1413/1687, NER loss: 3.811694
2018-08-17 16:31:07,090 - log\train.log - INFO - iteration:2 step:1513/1687, NER loss: 2.872041
2018-08-17 16:31:17,093 - log\train.log - INFO - iteration:2 step:1613/1687, NER loss: 3.701373
2018-08-17 16:31:29,726 - log\train.log - INFO - iteration:3 step:26/1687, NER loss: 2.763041
2018-08-17 16:31:39,919 - log\train.log - INFO - iteration:3 step:126/1687, NER loss: 3.954901
2018-08-17 16:31:48,640 - log\train.log - INFO - iteration:3 step:226/1687, NER loss: 3.071495
2018-08-17 16:31:57,867 - log\train.log - INFO - iteration:3 step:326/1687, NER loss: 3.083460
2018-08-17 16:32:08,285 - log\train.log - INFO - iteration:3 step:426/1687, NER loss: 3.225746
2018-08-17 16:32:16,782 - log\train.log - INFO - iteration:3 step:526/1687, NER loss: 2.491694
2018-08-17 16:32:25,316 - log\train.log - INFO - iteration:3 step:626/1687, NER loss: 2.835065
2018-08-17 16:32:34,840 - log\train.log - INFO - iteration:3 step:726/1687, NER loss: 2.831694
2018-08-17 16:32:42,585 - log\train.log - INFO - iteration:3 step:826/1687, NER loss: 1.924274
2018-08-17 16:32:51,062 - log\train.log - INFO - iteration:3 step:926/1687, NER loss: 3.354171
2018-08-17 16:32:58,803 - log\train.log - INFO - iteration:3 step:1026/1687, NER loss: 3.407449
2018-08-17 16:33:05,513 - log\train.log - INFO - iteration:3 step:1126/1687, NER loss: 2.494454
2018-08-17 16:33:11,960 - log\train.log - INFO - iteration:3 step:1226/1687, NER loss: 2.109490
2018-08-17 16:33:17,453 - log\train.log - INFO - iteration:3 step:1326/1687, NER loss: 1.625991
2018-08-17 16:33:24,075 - log\train.log - INFO - iteration:3 step:1426/1687, NER loss: 2.402850
2018-08-17 16:33:31,140 - log\train.log - INFO - iteration:3 step:1526/1687, NER loss: 2.548258
2018-08-17 16:33:37,645 - log\train.log - INFO - iteration:3 step:1626/1687, NER loss: 2.210847
2018-08-17 16:33:50,649 - log\train.log - INFO - iteration:4 step:39/1687, NER loss: 2.370315
2018-08-17 16:33:57,273 - log\train.log - INFO - iteration:4 step:139/1687, NER loss: 2.173032
2018-08-17 16:34:04,156 - log\train.log - INFO - iteration:4 step:239/1687, NER loss: 2.741909
2018-08-17 16:34:10,870 - log\train.log - INFO - iteration:4 step:339/1687, NER loss: 2.384068
2018-08-17 16:34:18,506 - log\train.log - INFO - iteration:4 step:439/1687, NER loss: 2.710547
2018-08-17 16:34:24,877 - log\train.log - INFO - iteration:4 step:539/1687, NER loss: 2.054731
2018-08-17 16:34:31,461 - log\train.log - INFO - iteration:4 step:639/1687, NER loss: 2.031335
2018-08-17 16:34:38,684 - log\train.log - INFO - iteration:4 step:739/1687, NER loss: 4.440826
2018-08-17 16:34:43,982 - log\train.log - INFO - iteration:4 step:839/1687, NER loss: 1.799382
2018-08-17 16:34:50,810 - log\train.log - INFO - iteration:4 step:939/1687, NER loss: 2.413919
2018-08-17 16:34:56,434 - log\train.log - INFO - iteration:4 step:1039/1687, NER loss: 1.607729
2018-08-17 16:35:02,031 - log\train.log - INFO - iteration:4 step:1139/1687, NER loss: 1.550290
2018-08-17 16:35:07,925 - log\train.log - INFO - iteration:4 step:1239/1687, NER loss: 1.591641
2018-08-17 16:35:13,860 - log\train.log - INFO - iteration:4 step:1339/1687, NER loss: 1.786587
2018-08-17 16:35:20,511 - log\train.log - INFO - iteration:4 step:1439/1687, NER loss: 2.121696
2018-08-17 16:35:27,199 - log\train.log - INFO - iteration:4 step:1539/1687, NER loss: 1.911563
2018-08-17 16:35:34,345 - log\train.log - INFO - iteration:4 step:1639/1687, NER loss: 2.074949
2018-08-17 16:36:10,115 - log\train.log - INFO - iteration:5 step:52/1687, NER loss: 1.930320
2018-08-17 16:36:16,766 - log\train.log - INFO - iteration:5 step:152/1687, NER loss: 2.077260
2018-08-17 16:36:23,060 - log\train.log - INFO - iteration:5 step:252/1687, NER loss: 1.613865
2018-08-17 16:36:29,011 - log\train.log - INFO - iteration:5 step:352/1687, NER loss: 1.557412
2018-08-17 16:36:34,586 - log\train.log - INFO - iteration:5 step:452/1687, NER loss: 1.480027
2018-08-17 16:36:40,997 - log\train.log - INFO - iteration:5 step:552/1687, NER loss: 1.874628
2018-08-17 16:36:46,736 - log\train.log - INFO - iteration:5 step:652/1687, NER loss: 1.578070
2018-08-17 16:36:52,559 - log\train.log - INFO - iteration:5 step:752/1687, NER loss: 1.648498
2018-08-17 16:36:58,102 - log\train.log - INFO - iteration:5 step:852/1687, NER loss: 1.607099
2018-08-17 16:37:04,050 - log\train.log - INFO - iteration:5 step:952/1687, NER loss: 1.732833
2018-08-17 16:37:10,751 - log\train.log - INFO - iteration:5 step:1052/1687, NER loss: 2.190441
2018-08-17 16:37:16,542 - log\train.log - INFO - iteration:5 step:1152/1687, NER loss: 1.580903
2018-08-17 16:37:21,928 - log\train.log - INFO - iteration:5 step:1252/1687, NER loss: 1.203331
2018-08-17 16:37:27,678 - log\train.log - INFO - iteration:5 step:1352/1687, NER loss: 1.291946
2018-08-17 16:37:33,536 - log\train.log - INFO - iteration:5 step:1452/1687, NER loss: 1.437132
2018-08-17 16:37:41,057 - log\train.log - INFO - iteration:5 step:1552/1687, NER loss: 2.179983
2018-08-17 16:37:47,706 - log\train.log - INFO - iteration:5 step:1652/1687, NER loss: 1.810820
2018-08-17 16:37:59,550 - log\train.log - INFO - iteration:6 step:65/1687, NER loss: 1.374785
2018-08-17 16:38:07,378 - log\train.log - INFO - iteration:6 step:165/1687, NER loss: 2.162957
2018-08-17 16:38:13,168 - log\train.log - INFO - iteration:6 step:265/1687, NER loss: 1.121791
2018-08-17 16:38:18,511 - log\train.log - INFO - iteration:6 step:365/1687, NER loss: 1.172770
2018-08-17 16:38:25,774 - log\train.log - INFO - iteration:6 step:465/1687, NER loss: 1.884300
2018-08-17 16:38:32,134 - log\train.log - INFO - iteration:6 step:565/1687, NER loss: 1.582381
2018-08-17 16:38:37,552 - log\train.log - INFO - iteration:6 step:665/1687, NER loss: 1.371967
2018-08-17 16:38:43,741 - log\train.log - INFO - iteration:6 step:765/1687, NER loss: 1.521202
2018-08-17 16:38:50,369 - log\train.log - INFO - iteration:6 step:865/1687, NER loss: 1.707970
2018-08-17 16:38:56,684 - log\train.log - INFO - iteration:6 step:965/1687, NER loss: 1.581432
2018-08-17 16:39:03,405 - log\train.log - INFO - iteration:6 step:1065/1687, NER loss: 1.749254
2018-08-17 16:39:10,098 - log\train.log - INFO - iteration:6 step:1165/1687, NER loss: 1.598803
2018-08-17 16:39:15,134 - log\train.log - INFO - iteration:6 step:1265/1687, NER loss: 1.052261
2018-08-17 16:39:20,126 - log\train.log - INFO - iteration:6 step:1365/1687, NER loss: 0.935834
2018-08-17 16:39:26,549 - log\train.log - INFO - iteration:6 step:1465/1687, NER loss: 1.561456
2018-08-17 16:39:33,085 - log\train.log - INFO - iteration:6 step:1565/1687, NER loss: 1.650544
2018-08-17 16:39:38,428 - log\train.log - INFO - iteration:6 step:1665/1687, NER loss: 1.130287
2018-08-17 16:39:44,769 - log\train.log - INFO - iteration:7 step:78/1687, NER loss: 1.349017
2018-08-17 16:39:51,035 - log\train.log - INFO - iteration:7 step:178/1687, NER loss: 1.347475
2018-08-17 16:39:58,011 - log\train.log - INFO - iteration:7 step:278/1687, NER loss: 1.730149
2018-08-17 16:40:05,544 - log\train.log - INFO - iteration:7 step:378/1687, NER loss: 1.906551
2018-08-17 16:40:11,187 - log\train.log - INFO - iteration:7 step:478/1687, NER loss: 1.110364
2018-08-17 16:40:18,236 - log\train.log - INFO - iteration:7 step:578/1687, NER loss: 1.732717
2018-08-17 16:40:24,210 - log\train.log - INFO - iteration:7 step:678/1687, NER loss: 1.347263
2018-08-17 16:40:31,188 - log\train.log - INFO - iteration:7 step:778/1687, NER loss: 1.762597
2018-08-17 16:40:36,948 - log\train.log - INFO - iteration:7 step:878/1687, NER loss: 1.216509
2018-08-17 16:40:42,590 - log\train.log - INFO - iteration:7 step:978/1687, NER loss: 1.184083
2018-08-17 16:40:48,419 - log\train.log - INFO - iteration:7 step:1078/1687, NER loss: 1.174112
2018-08-17 16:40:55,364 - log\train.log - INFO - iteration:7 step:1178/1687, NER loss: 1.667215
2018-08-17 16:41:00,590 - log\train.log - INFO - iteration:7 step:1278/1687, NER loss: 1.021726
2018-08-17 16:41:06,839 - log\train.log - INFO - iteration:7 step:1378/1687, NER loss: 1.345108
2018-08-17 16:41:12,969 - log\train.log - INFO - iteration:7 step:1478/1687, NER loss: 1.290350
2018-08-17 16:41:18,266 - log\train.log - INFO - iteration:7 step:1578/1687, NER loss: 0.943264
2018-08-17 16:41:23,808 - log\train.log - INFO - iteration:7 step:1678/1687, NER loss: 1.042139
2018-08-17 16:41:29,076 - log\train.log - INFO - iteration:8 step:91/1687, NER loss: 0.922645
2018-08-17 16:41:36,741 - log\train.log - INFO - iteration:8 step:191/1687, NER loss: 1.801531
2018-08-17 16:41:42,218 - log\train.log - INFO - iteration:8 step:291/1687, NER loss: 1.036366
2018-08-17 16:41:48,384 - log\train.log - INFO - iteration:8 step:391/1687, NER loss: 1.318219
2018-08-17 16:41:54,844 - log\train.log - INFO - iteration:8 step:491/1687, NER loss: 1.216215
2018-08-17 16:42:00,797 - log\train.log - INFO - iteration:8 step:591/1687, NER loss: 1.132218
2018-08-17 16:42:06,941 - log\train.log - INFO - iteration:8 step:691/1687, NER loss: 1.172341
2018-08-17 16:42:14,023 - log\train.log - INFO - iteration:8 step:791/1687, NER loss: 1.725904
2018-08-17 16:42:20,562 - log\train.log - INFO - iteration:8 step:891/1687, NER loss: 1.403723
2018-08-17 16:42:27,258 - log\train.log - INFO - iteration:8 step:991/1687, NER loss: 1.479334
2018-08-17 16:42:32,833 - log\train.log - INFO - iteration:8 step:1091/1687, NER loss: 1.097945
2018-08-17 16:42:38,977 - log\train.log - INFO - iteration:8 step:1191/1687, NER loss: 1.261219
2018-08-17 16:42:45,128 - log\train.log - INFO - iteration:8 step:1291/1687, NER loss: 1.205254
2018-08-17 16:42:50,177 - log\train.log - INFO - iteration:8 step:1391/1687, NER loss: 0.870631
2018-08-17 16:42:56,219 - log\train.log - INFO - iteration:8 step:1491/1687, NER loss: 1.161302
2018-08-17 16:43:02,688 - log\train.log - INFO - iteration:8 step:1591/1687, NER loss: 1.282866
2018-08-17 16:43:09,744 - log\train.log - INFO - model saved
2018-08-17 16:43:10,044 - log\train.log - INFO - iteration:9 step:4/1687, NER loss: 1.936401
2018-08-17 16:43:17,398 - log\train.log - INFO - iteration:9 step:104/1687, NER loss: 1.667352
2018-08-17 16:43:23,805 - log\train.log - INFO - iteration:9 step:204/1687, NER loss: 1.238851
2018-08-17 16:43:31,107 - log\train.log - INFO - iteration:9 step:304/1687, NER loss: 1.696086
2018-08-17 16:43:36,436 - log\train.log - INFO - iteration:9 step:404/1687, NER loss: 0.851151
2018-08-17 16:43:42,297 - log\train.log - INFO - iteration:9 step:504/1687, NER loss: 1.052338
2018-08-17 16:43:48,450 - log\train.log - INFO - iteration:9 step:604/1687, NER loss: 1.104229
2018-08-17 16:43:54,008 - log\train.log - INFO - iteration:9 step:704/1687, NER loss: 0.941249
2018-08-17 16:44:01,594 - log\train.log - INFO - iteration:9 step:804/1687, NER loss: 1.703038
2018-08-17 16:44:07,264 - log\train.log - INFO - iteration:9 step:904/1687, NER loss: 1.053509
2018-08-17 16:44:12,906 - log\train.log - INFO - iteration:9 step:1004/1687, NER loss: 0.991308
2018-08-17 16:44:19,458 - log\train.log - INFO - iteration:9 step:1104/1687, NER loss: 1.347836
2018-08-17 16:44:25,321 - log\train.log - INFO - iteration:9 step:1204/1687, NER loss: 1.131876
2018-08-17 16:44:31,366 - log\train.log - INFO - iteration:9 step:1304/1687, NER loss: 1.035717
2018-08-17 16:44:38,106 - log\train.log - INFO - iteration:9 step:1404/1687, NER loss: 1.388166
2018-08-17 16:44:44,521 - log\train.log - INFO - iteration:9 step:1504/1687, NER loss: 1.138762
2018-08-17 16:44:50,376 - log\train.log - INFO - iteration:9 step:1604/1687, NER loss: 1.019165
2018-08-17 16:44:57,252 - log\train.log - INFO - iteration:10 step:17/1687, NER loss: 1.297337
2018-08-17 16:45:03,320 - log\train.log - INFO - iteration:10 step:117/1687, NER loss: 0.932829
2018-08-17 16:45:11,249 - log\train.log - INFO - iteration:10 step:217/1687, NER loss: 1.703189
2018-08-17 16:45:18,211 - log\train.log - INFO - iteration:10 step:317/1687, NER loss: 1.327002
2018-08-17 16:45:25,062 - log\train.log - INFO - iteration:10 step:417/1687, NER loss: 1.379017
2018-08-17 16:45:30,683 - log\train.log - INFO - iteration:10 step:517/1687, NER loss: 0.961663
2018-08-17 16:45:36,775 - log\train.log - INFO - iteration:10 step:617/1687, NER loss: 1.036981
2018-08-17 16:45:42,372 - log\train.log - INFO - iteration:10 step:717/1687, NER loss: 0.939430
2018-08-17 16:45:49,624 - log\train.log - INFO - iteration:10 step:817/1687, NER loss: 1.448644
2018-08-17 16:45:56,080 - log\train.log - INFO - iteration:10 step:917/1687, NER loss: 1.360437
2018-08-17 16:46:02,706 - log\train.log - INFO - iteration:10 step:1017/1687, NER loss: 1.267358
2018-08-17 16:46:09,220 - log\train.log - INFO - iteration:10 step:1117/1687, NER loss: 1.103587
2018-08-17 16:46:16,185 - log\train.log - INFO - iteration:10 step:1217/1687, NER loss: 1.153215
2018-08-17 16:46:22,523 - log\train.log - INFO - iteration:10 step:1317/1687, NER loss: 1.048676
2018-08-17 16:46:28,533 - log\train.log - INFO - iteration:10 step:1417/1687, NER loss: 0.936726
2018-08-17 16:46:34,620 - log\train.log - INFO - iteration:10 step:1517/1687, NER loss: 1.119473
2018-08-17 16:46:40,991 - log\train.log - INFO - iteration:10 step:1617/1687, NER loss: 1.155635
2018-08-17 16:46:48,001 - log\train.log - INFO - iteration:11 step:30/1687, NER loss: 1.415126
2018-08-17 16:46:55,306 - log\train.log - INFO - iteration:11 step:130/1687, NER loss: 1.387850
2018-08-17 16:47:01,042 - log\train.log - INFO - iteration:11 step:230/1687, NER loss: 0.801714
2018-08-17 16:47:07,465 - log\train.log - INFO - iteration:11 step:330/1687, NER loss: 1.125973
2018-08-17 16:47:14,145 - log\train.log - INFO - iteration:11 step:430/1687, NER loss: 1.133832
2018-08-17 16:47:20,258 - log\train.log - INFO - iteration:11 step:530/1687, NER loss: 0.956823
2018-08-17 16:47:25,854 - log\train.log - INFO - iteration:11 step:630/1687, NER loss: 0.974134
2018-08-17 16:47:31,335 - log\train.log - INFO - iteration:11 step:730/1687, NER loss: 0.848511
2018-08-17 16:47:37,572 - log\train.log - INFO - iteration:11 step:830/1687, NER loss: 1.021720
2018-08-17 16:47:43,682 - log\train.log - INFO - iteration:11 step:930/1687, NER loss: 1.038221
2018-08-17 16:47:49,878 - log\train.log - INFO - iteration:11 step:1030/1687, NER loss: 0.969218
2018-08-17 16:47:57,572 - log\train.log - INFO - iteration:11 step:1130/1687, NER loss: 1.472982
2018-08-17 16:48:03,971 - log\train.log - INFO - iteration:11 step:1230/1687, NER loss: 1.030174
2018-08-17 16:48:11,132 - log\train.log - INFO - iteration:11 step:1330/1687, NER loss: 1.325330
2018-08-17 16:48:18,584 - log\train.log - INFO - iteration:11 step:1430/1687, NER loss: 1.527444
2018-08-17 16:48:26,105 - log\train.log - INFO - iteration:11 step:1530/1687, NER loss: 1.498478
2018-08-17 16:48:33,738 - log\train.log - INFO - iteration:11 step:1630/1687, NER loss: 1.349287
2018-08-17 16:48:40,135 - log\train.log - INFO - iteration:12 step:43/1687, NER loss: 1.145627
2018-08-17 16:48:46,537 - log\train.log - INFO - iteration:12 step:143/1687, NER loss: 0.963789
2018-08-17 16:48:54,304 - log\train.log - INFO - iteration:12 step:243/1687, NER loss: 1.435092
2018-08-17 16:49:00,812 - log\train.log - INFO - iteration:12 step:343/1687, NER loss: 1.048324
2018-08-17 16:49:07,350 - log\train.log - INFO - iteration:12 step:443/1687, NER loss: 1.194103
2018-08-17 16:49:12,552 - log\train.log - INFO - iteration:12 step:543/1687, NER loss: 0.871407
2018-08-17 16:49:19,545 - log\train.log - INFO - iteration:12 step:643/1687, NER loss: 1.509483
2018-08-17 16:49:24,873 - log\train.log - INFO - iteration:12 step:743/1687, NER loss: 1.043758
2018-08-17 16:49:30,643 - log\train.log - INFO - iteration:12 step:843/1687, NER loss: 1.121666
2018-08-17 16:49:36,363 - log\train.log - INFO - iteration:12 step:943/1687, NER loss: 1.079224
2018-08-17 16:49:42,208 - log\train.log - INFO - iteration:12 step:1043/1687, NER loss: 1.079479
2018-08-17 16:49:48,072 - log\train.log - INFO - iteration:12 step:1143/1687, NER loss: 0.822693
2018-08-17 16:49:53,317 - log\train.log - INFO - iteration:12 step:1243/1687, NER loss: 0.863882
2018-08-17 16:49:59,385 - log\train.log - INFO - iteration:12 step:1343/1687, NER loss: 0.972903
2018-08-17 16:50:07,221 - log\train.log - INFO - iteration:12 step:1443/1687, NER loss: 1.598920
2018-08-17 16:50:13,449 - log\train.log - INFO - iteration:12 step:1543/1687, NER loss: 1.101756
2018-08-17 16:50:19,003 - log\train.log - INFO - iteration:12 step:1643/1687, NER loss: 0.831514
2018-08-17 16:50:26,194 - log\train.log - INFO - iteration:13 step:56/1687, NER loss: 1.430457
2018-08-17 16:50:32,903 - log\train.log - INFO - iteration:13 step:156/1687, NER loss: 1.134760
2018-08-17 16:50:39,139 - log\train.log - INFO - iteration:13 step:256/1687, NER loss: 0.899592
2018-08-17 16:50:45,457 - log\train.log - INFO - iteration:13 step:356/1687, NER loss: 0.880859
2018-08-17 16:50:51,731 - log\train.log - INFO - iteration:13 step:456/1687, NER loss: 0.960487
2018-08-17 16:50:59,772 - log\train.log - INFO - iteration:13 step:556/1687, NER loss: 1.427816
2018-08-17 16:51:07,433 - log\train.log - INFO - iteration:13 step:656/1687, NER loss: 1.520231
2018-08-17 16:51:14,161 - log\train.log - INFO - iteration:13 step:756/1687, NER loss: 1.027909
2018-08-17 16:51:20,841 - log\train.log - INFO - iteration:13 step:856/1687, NER loss: 1.182623
2018-08-17 16:51:26,880 - log\train.log - INFO - iteration:13 step:956/1687, NER loss: 1.028276
2018-08-17 16:51:33,674 - log\train.log - INFO - iteration:13 step:1056/1687, NER loss: 1.468851
2018-08-17 16:51:39,732 - log\train.log - INFO - iteration:13 step:1156/1687, NER loss: 1.087868
2018-08-17 16:51:45,411 - log\train.log - INFO - iteration:13 step:1256/1687, NER loss: 0.887770
2018-08-17 16:51:51,956 - log\train.log - INFO - iteration:13 step:1356/1687, NER loss: 1.233058
2018-08-17 16:51:58,617 - log\train.log - INFO - iteration:13 step:1456/1687, NER loss: 1.235957
2018-08-17 16:52:03,939 - log\train.log - INFO - iteration:13 step:1556/1687, NER loss: 0.822552
2018-08-17 16:52:09,463 - log\train.log - INFO - iteration:13 step:1656/1687, NER loss: 0.875758
2018-08-17 16:52:14,942 - log\train.log - INFO - iteration:14 step:69/1687, NER loss: 0.909410
2018-08-17 16:52:22,545 - log\train.log - INFO - iteration:14 step:169/1687, NER loss: 1.695383
2018-08-17 16:52:28,222 - log\train.log - INFO - iteration:14 step:269/1687, NER loss: 0.787782
2018-08-17 16:52:34,175 - log\train.log - INFO - iteration:14 step:369/1687, NER loss: 1.107150
2018-08-17 16:52:40,271 - log\train.log - INFO - iteration:14 step:469/1687, NER loss: 1.029855
2018-08-17 16:52:45,995 - log\train.log - INFO - iteration:14 step:569/1687, NER loss: 0.907570
2018-08-17 16:52:52,046 - log\train.log - INFO - iteration:14 step:669/1687, NER loss: 1.048543
2018-08-17 16:52:58,798 - log\train.log - INFO - iteration:14 step:769/1687, NER loss: 1.343767
2018-08-17 16:53:05,844 - log\train.log - INFO - iteration:14 step:869/1687, NER loss: 1.445276
2018-08-17 16:53:11,050 - log\train.log - INFO - iteration:14 step:969/1687, NER loss: 0.851916
2018-08-17 16:53:17,084 - log\train.log - INFO - iteration:14 step:1069/1687, NER loss: 1.078250
2018-08-17 16:53:24,158 - log\train.log - INFO - iteration:14 step:1169/1687, NER loss: 1.179279
2018-08-17 16:53:31,873 - log\train.log - INFO - iteration:14 step:1269/1687, NER loss: 1.186681
2018-08-17 16:53:37,636 - log\train.log - INFO - iteration:14 step:1369/1687, NER loss: 0.720800
2018-08-17 16:53:43,632 - log\train.log - INFO - iteration:14 step:1469/1687, NER loss: 0.934539
2018-08-17 16:53:50,000 - log\train.log - INFO - iteration:14 step:1569/1687, NER loss: 1.064737
2018-08-17 16:53:56,846 - log\train.log - INFO - iteration:14 step:1669/1687, NER loss: 1.333105
2018-08-17 16:54:02,765 - log\train.log - INFO - iteration:15 step:82/1687, NER loss: 0.924001
2018-08-17 16:54:08,290 - log\train.log - INFO - iteration:15 step:182/1687, NER loss: 0.895434
2018-08-17 16:54:13,410 - log\train.log - INFO - iteration:15 step:282/1687, NER loss: 0.815336
2018-08-17 16:54:19,953 - log\train.log - INFO - iteration:15 step:382/1687, NER loss: 1.201537
2018-08-17 16:54:25,492 - log\train.log - INFO - iteration:15 step:482/1687, NER loss: 0.932500
2018-08-17 16:54:31,999 - log\train.log - INFO - iteration:15 step:582/1687, NER loss: 1.279131
2018-08-17 16:54:37,574 - log\train.log - INFO - iteration:15 step:682/1687, NER loss: 0.813739
2018-08-17 16:54:45,420 - log\train.log - INFO - iteration:15 step:782/1687, NER loss: 1.401365
2018-08-17 16:54:52,110 - log\train.log - INFO - iteration:15 step:882/1687, NER loss: 1.055289
2018-08-17 16:54:59,139 - log\train.log - INFO - iteration:15 step:982/1687, NER loss: 1.153630
2018-08-17 16:55:04,997 - log\train.log - INFO - iteration:15 step:1082/1687, NER loss: 0.818216
2018-08-17 16:55:12,128 - log\train.log - INFO - iteration:15 step:1182/1687, NER loss: 1.328051
2018-08-17 16:55:18,382 - log\train.log - INFO - iteration:15 step:1282/1687, NER loss: 1.004835
